Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
7065,CA-2020-169474,04-02-2020,09-02-2020,Standard Class,JF-15355,Jay Fein,Consumer,India,Karnataka,Bangalore,South,OFF-AP-10003971,Office Supplies,Home Automation,Belkin 6 Outlet Metallic Surge Strip,138.67,3,8.4942,0,COD
6839,CA-2020-107517,05-02-2020,09-02-2020,Standard Class,FC-14335,Fred Chung,Corporate,India,Kerela,Kerela,South,OFF-AP-10000275,Office Supplies,Home Automation,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1666.7,5,459.396,0,COD
6840,CA-2020-107517,05-02-2020,09-02-2020,Standard Class,FC-14335,Fred Chung,Corporate,India,Kerela,Kerela,South,TEC-PH-10003505,Technology,LED,Geemarc AmpliPOWER60,2399.2,5,41.76,0,Online
7026,US-2020-101840,06-02-2020,12-02-2020,Standard Class,SP-20545,Sibella Parks,Corporate,India,Karnataka,Bangalore,South,TEC-PH-10002538,Technology,LED,Grandstream GXP1160 VoIP phone,256.46,6,65.9634,0,Online
7027,US-2020-101840,06-02-2020,12-02-2020,Standard Class,SP-20545,Sibella Parks,Corporate,India,Karnataka,Bangalore,South,OFF-BI-10000279,Office Supplies,Wire and Cables,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Wire and Cables",134.24,4,15.606,0,Online
5961,CA-2020-150602,09-02-2020,14-02-2020,Second Class,ML-17395,Marina Lichtenstein,Corporate,India,Kerela,Kerela,South,FUR-FU-10003142,Furniture,MCBs & DBs,"Master Big Foot Doorstop, Beige",96.12,4,6.5472,0,Cards
1520,CA-2020-116204,11-02-2020,14-02-2020,Second Class,VW-21775,Victoria Wilson,Corporate,India,Kerela,Kerela,South,OFF-BI-10001759,Office Supplies,Wire and Cables,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",840.336,7,7.7343,0,COD
5389,CA-2020-164707,18-02-2020,21-02-2020,Second Class,CV-12805,Cynthia Voltz,Corporate,India,Kerela,Kerela,South,TEC-AC-10004864,Technology,Electrical Fans,Memorex Micro Travel Drive 32 GB,146.53,3,47.0979,0,Online
5388,CA-2020-164707,18-02-2020,21-02-2020,Second Class,CV-12805,Cynthia Voltz,Corporate,India,Kerela,Kerela,South,TEC-PH-10001924,Technology,LED,iHome FM Clock Radio with Lightning Dock,197.976,3,10.4985,0,Online
3964,CA-2020-134838,19-02-2020,20-02-2020,First Class,ED-13885,Emily Ducich,Home Office,India,Kerela,Kerela,South,FUR-FU-10004018,Furniture,MCBs & DBs,Tensor Computer Mounted Lamp,111.67,3,12.0609,0,Online
802,CA-2020-105809,20-02-2020,23-02-2020,First Class,HW-14935,Helen Wasserman,Corporate,India,Kerela,Kerela,South,TEC-PH-10001580,Technology,LED,Logitech Mobile Speakerphone P710e - speaker phone,261.968,2,18.8972,0,COD
801,CA-2020-105809,20-02-2020,23-02-2020,First Class,HW-14935,Helen Wasserman,Corporate,India,Kerela,Kerela,South,FUR-FU-10004090,Furniture,MCBs & DBs,"Executive Impressions 14"" Contract Wall Clock",115.23,1,7.3359,0,COD
9991,CA-2020-121258,26-02-2020,03-03-2020,Standard Class,DB-13060,Dave Brooks,Consumer,India,Kerela,Kerela,South,FUR-FU-10000747,Furniture,MCBs & DBs,Tenex B1-RE Series Chair Mats for Low Pile Carpets,106.96,2,15.6332,1,COD
1189,CA-2020-117212,26-02-2020,28-02-2020,Second Class,BT-11530,Bradley Talbott,Home Office,India,Kerela,Kerela,South,OFF-AP-10004532,Office Supplies,Home Automation,Kensington 6 Outlet Guardian Standard Surge Protector,110.92,4,22.1184,1,Online
9992,CA-2020-121258,26-02-2020,03-03-2020,Standard Class,DB-13060,Dave Brooks,Consumer,India,Kerela,Kerela,South,TEC-PH-10003645,Technology,LED,Aastra 57i VoIP phone,301.576,2,19.3932,1,Online
6921,CA-2020-121706,26-02-2020,02-03-2020,Standard Class,BM-11140,Becky Martin,Consumer,India,Kerela,Kerela,South,OFF-AP-10003287,Office Supplies,Home Automation,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,380.79,7,99.9012,0,Online
1190,CA-2020-117212,26-02-2020,28-02-2020,Second Class,BT-11530,Bradley Talbott,Home Office,India,Kerela,Kerela,South,TEC-PH-10004447,Technology,LED,Toshiba IPT2010-SD IP Telephone,911.536,8,66.7152,1,COD
1191,CA-2020-117212,26-02-2020,28-02-2020,Second Class,BT-11530,Bradley Talbott,Home Office,India,Kerela,Kerela,South,FUR-CH-10003973,Furniture,Modular Switches,GuestStacker Chair with Chrome Finish Legs,940.224,3,89.2224,1,Online
9252,CA-2020-155712,02-03-2020,08-03-2020,Standard Class,KD-16615,Ken Dana,Corporate,India,Kerela,Kerela,South,OFF-BI-10004224,Office Supplies,Wire and Cables,Catalog Wire and Cables with Expanding Posts,128.648,2,33.64,1,Online
2509,CA-2020-163902,02-03-2020,08-03-2020,Standard Class,MY-17380,Maribeth Yedwab,Corporate,India,Kerela,Kerela,South,TEC-PH-10000675,Technology,LED,Panasonic KX TS3282B Corded phone,214.776,3,14.7582,0,Online
2510,CA-2020-163902,02-03-2020,08-03-2020,Standard Class,MY-17380,Maribeth Yedwab,Corporate,India,Kerela,Kerela,South,TEC-AC-10000580,Technology,Electrical Fans,Logitech G13 Programmable Gameboard with LCD Display,493.94,6,52.7934,0,Online
6577,CA-2020-123085,03-03-2020,08-03-2020,Standard Class,EJ-13720,Ed Jacobs,Consumer,India,Kerela,Kerela,South,FUR-CH-10003968,Furniture,Modular Switches,Novimex Turbo Task Chair,185.352,3,-17.0352,1,Online
6576,CA-2020-123085,03-03-2020,08-03-2020,Standard Class,EJ-13720,Ed Jacobs,Consumer,India,Kerela,Kerela,South,TEC-AC-10000990,Technology,Electrical Fans,Imation Bio 2GB USB Flash Drive Imation Corp,1099.44,8,440.7648,1,COD
6515,CA-2020-167640,06-03-2020,10-03-2020,Standard Class,FC-14245,Frank Carlisle,Home Office,India,Kerela,Kerela,South,TEC-PH-10001336,Technology,LED,Digium D40 VoIP phone,253.384,2,23.2182,0,Online
4180,US-2020-119039,06-03-2020,10-03-2020,Standard Class,BF-11170,Ben Ferrer,Home Office,India,Kerela,Kerela,South,OFF-BI-10004182,Office Supplies,Wire and Cables,Economy Wire and Cables,112.976,9,5.4288,0,Cards
3736,CA-2020-168193,06-03-2020,11-03-2020,Second Class,RM-19750,Roland Murray,Consumer,India,Karnataka,Bangalore,South,FUR-FU-10002554,Furniture,MCBs & DBs,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",153.97,3,16.5531,1,Online
4903,CA-2020-110884,07-03-2020,12-03-2020,Standard Class,SH-20395,Shahid Hopkins,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10003669,Office Supplies,Wire and Cables,3M Organizer Strips,133.92,6,9.072,0,Online
4884,CA-2020-104080,08-03-2020,15-03-2020,Standard Class,AH-10210,Alan Hwang,Consumer,India,Kerela,Kerela,South,OFF-BI-10003876,Office Supplies,Wire and Cables,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",196.2,5,64.2,0,COD
1926,CA-2020-102834,09-03-2020,13-03-2020,Standard Class,LW-16990,Lindsay Williams,Corporate,India,Kerela,Kerela,South,TEC-AC-10001908,Technology,Electrical Fans,Logitech Wireless Headset h800,234.98,2,69.993,0,Cards
8541,CA-2020-147354,09-03-2020,13-03-2020,Standard Class,KB-16315,Karl Braun,Consumer,India,Kerela,Kerela,South,OFF-BI-10003910,Office Supplies,Wire and Cables,DXL Angle-View Wire and Cables with Locking Rings by Samsill,112.84,5,9.6375,0,Online
6689,CA-2020-140494,10-03-2020,15-03-2020,Second Class,CM-11815,Candace McMahon,Corporate,India,Kerela,Kerela,South,TEC-AC-10004568,Technology,Electrical Fans,Maxell LTO Ultrium - 800 GB,123.96,4,21.2724,0,Online
8295,US-2020-146906,13-03-2020,17-03-2020,Standard Class,MT-17815,Meg Tillman,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10001809,Technology,LED,Panasonic KX T7736-B Digital phone,339.9,2,74.975,0,COD
9741,CA-2020-129294,16-03-2020,21-03-2020,Standard Class,KD-16615,Ken Dana,Corporate,India,Kerela,Kerela,South,OFF-AP-10001154,Office Supplies,Home Automation,Bionaire Personal Warm Mist Humidifier/Vaporizer,186.67,3,54.8613,0,COD
9740,CA-2020-129294,16-03-2020,21-03-2020,Standard Class,KD-16615,Ken Dana,Corporate,India,Kerela,Kerela,South,OFF-BI-10001757,Office Supplies,Wire and Cables,Pressboard Hanging Data Wire and Cables for Unburst Sheets,85.68,5,6.888,0,Cards
9739,CA-2020-129294,16-03-2020,21-03-2020,Standard Class,KD-16615,Ken Dana,Corporate,India,Kerela,Kerela,South,OFF-BI-10004236,Office Supplies,Wire and Cables,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",136.464,6,22.9008,0,Cards
2454,CA-2020-140949,17-03-2020,22-03-2020,Second Class,DB-13405,Denny Blanton,Consumer,India,Karnataka,Bangalore,South,TEC-AC-10002399,Technology,Electrical Fans,SanDisk Cruzer 32 GB USB Flash Drive,104.06,3,18.2592,0,Online
2452,CA-2020-140949,17-03-2020,22-03-2020,Second Class,DB-13405,Denny Blanton,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10000149,Technology,LED,Cisco SPA525G2 IP Phone - Wireless,144.7,6,31.122,0,Cards
787,CA-2020-129567,17-03-2020,21-03-2020,Second Class,CL-12565,Clay Ludtke,Consumer,India,Kerela,Kerela,South,OFF-BI-10000014,Office Supplies,Wire and Cables,Heavy-Duty E-Z-D Wire and Cables,124.456,2,5.8914,0,Online
2453,CA-2020-140949,17-03-2020,22-03-2020,Second Class,DB-13405,Denny Blanton,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10000605,Office Supplies,Wire and Cables,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",146.144,3,3.0861,0,Online
2455,CA-2020-140949,17-03-2020,22-03-2020,Second Class,DB-13405,Denny Blanton,Consumer,India,Karnataka,Bangalore,South,TEC-AC-10003038,Technology,Electrical Fans,Kingston Digital DataTraveler 16GB USB 2.0,134.6,8,13.604,0,COD
9122,CA-2020-122007,18-03-2020,20-03-2020,Second Class,JK-15325,Jason Klamczynski,Corporate,India,Kerela,Kerela,South,OFF-AP-10000358,Office Supplies,Home Automation,Fellowes Basic Home/Office Series Surge Protectors,136.86,7,26.3494,1,COD
4345,CA-2020-105410,19-03-2020,22-03-2020,First Class,ND-18370,Natalie DeCherney,Consumer,India,Kerela,Kerela,South,TEC-AC-10001552,Technology,Electrical Fans,Logitech K350 2.4Ghz Wireless Keyboard,147.54,2,10.9494,0,COD
4346,CA-2020-105410,19-03-2020,22-03-2020,First Class,ND-18370,Natalie DeCherney,Consumer,India,Kerela,Kerela,South,TEC-AC-10002926,Technology,Electrical Fans,Logitech Wireless Marathon Mouse M705,238.96,4,85.9828,0,COD
9228,CA-2020-140515,19-03-2020,24-03-2020,Standard Class,GZ-14545,George Zrebassa,Corporate,India,Kerela,Kerela,South,OFF-AP-10001205,Office Supplies,Home Automation,Belkin 5 Outlet SurgeMaster Power Centers,421.36,7,106.7808,0,Cards
4344,CA-2020-105410,19-03-2020,22-03-2020,First Class,ND-18370,Natalie DeCherney,Consumer,India,Kerela,Kerela,South,TEC-PH-10000038,Technology,LED,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,696.504,6,-131.5008,0,COD
5230,CA-2020-124436,19-03-2020,22-03-2020,Second Class,SA-20830,Sue Ann Reed,Consumer,India,Kerela,Kerela,South,OFF-BI-10001553,Office Supplies,Wire and Cables,SpineVue Locking Slant-D Ring Wire and Cables by Cardinal,128.624,2,5.1184,0,Online
5232,CA-2020-124436,19-03-2020,22-03-2020,Second Class,SA-20830,Sue Ann Reed,Consumer,India,Kerela,Kerela,South,FUR-FU-10001185,Furniture,MCBs & DBs,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",129.93,1,12.6813,0,COD
4343,CA-2020-105410,19-03-2020,22-03-2020,First Class,ND-18370,Natalie DeCherney,Consumer,India,Kerela,Kerela,South,OFF-BI-10004970,Office Supplies,Wire and Cables,"ACCOHIDE 3-Ring Binder, Blue, 1""",97.824,6,6.6906,0,Online
5233,CA-2020-124436,19-03-2020,22-03-2020,Second Class,SA-20830,Sue Ann Reed,Consumer,India,Kerela,Kerela,South,OFF-BI-10000343,Office Supplies,Wire and Cables,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",153.496,7,9.2799,0,COD
5348,CA-2020-108539,21-03-2020,23-03-2020,Second Class,SC-20725,Steven Cartwright,Consumer,India,Kerela,Kerela,South,OFF-BI-10001031,Office Supplies,Wire and Cables,Pressboard Data Wire and Cables by Wilson Jones,116.544,2,2.8836,0,COD
5347,CA-2020-108539,21-03-2020,23-03-2020,Second Class,SC-20725,Steven Cartwright,Consumer,India,Kerela,Kerela,South,OFF-BI-10003981,Office Supplies,Wire and Cables,"Avery Durable Plastic 1"" Wire and Cables",129.896,3,3.9498,0,COD
2410,CA-2020-155985,23-03-2020,25-03-2020,First Class,BE-11335,Bill Eplett,Home Office,India,Kerela,Kerela,South,FUR-FU-10000758,Furniture,MCBs & DBs,DAX Natural Wood-Tone Poster Frame,225.84,8,76.2624,0,Cards
7800,CA-2020-166184,24-03-2020,27-03-2020,First Class,HR-14830,Harold Ryan,Corporate,India,Karnataka,Bangalore,South,FUR-CH-10003396,Furniture,Modular Switches,Global Deluxe Steno Chair,235.846,3,2.3094,0,COD
8972,CA-2020-122308,24-03-2020,28-03-2020,Standard Class,MV-17485,Mark Van Huff,Consumer,India,Karnataka,Bangalore,South,FUR-CH-10000665,Furniture,Modular Switches,"Global Airflow Leather Mesh Back Chair, Black",305.764,2,60.392,0,Cards
7799,CA-2020-166184,24-03-2020,27-03-2020,First Class,HR-14830,Harold Ryan,Corporate,India,Karnataka,Bangalore,South,TEC-PH-10002624,Technology,LED,Samsung Galaxy S4 Mini,479.99,1,136.2971,0,COD
2105,CA-2020-167101,24-03-2020,28-03-2020,Second Class,BM-11650,Brian Moss,Corporate,India,Karnataka,Bangalore,South,TEC-AC-10001266,Technology,Electrical Fans,Memorex Micro Travel Drive 8 GB,106,2,11.7,0,Cards
2385,US-2020-117534,25-03-2020,26-03-2020,First Class,CV-12295,Christina VanderZanden,Consumer,India,Kerela,Kerela,South,OFF-BI-10002026,Office Supplies,Wire and Cables,Avery Arch Ring Wire and Cables,205.92,4,62.748,0,Cards
2383,US-2020-117534,25-03-2020,26-03-2020,First Class,CV-12295,Christina VanderZanden,Consumer,India,Kerela,Kerela,South,OFF-AP-10002403,Office Supplies,Home Automation,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,223.04,4,45.7704,0,Online
2386,US-2020-117534,25-03-2020,26-03-2020,First Class,CV-12295,Christina VanderZanden,Consumer,India,Kerela,Kerela,South,TEC-PH-10000141,Technology,LED,Clearsounds A400,234.168,4,15.8376,0,COD
1862,US-2020-121251,26-03-2020,27-03-2020,First Class,GM-14440,Gary McGarr,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10004896,Technology,LED,Nokia Lumia 521 (T-Mobile),167.96,4,33.5888,0,COD
5746,US-2020-147886,28-03-2020,31-03-2020,First Class,DH-13075,Dave Hallsten,Corporate,India,Kerela,Kerela,South,FUR-FU-10003829,Furniture,MCBs & DBs,Stackable Trays,127.56,7,6.8992,1,Cards
5741,US-2020-147886,28-03-2020,31-03-2020,First Class,DH-13075,Dave Hallsten,Corporate,India,Kerela,Kerela,South,FUR-FU-10001095,Furniture,MCBs & DBs,DAX Black Cherry Wood-Tone Poster Frame,153.48,1,10.0624,1,Cards
8665,CA-2020-126634,30-03-2020,01-04-2020,Second Class,AB-10165,Alan Barnes,Consumer,India,Kerela,Kerela,South,FUR-FU-10004973,Furniture,MCBs & DBs,Flat Face Poster Frame,121.2,5,39.564,0,COD
7504,US-2020-120147,30-03-2020,30-03-2020,Same Day,TB-21400,Tom Boeckenhauer,Consumer,India,Kerela,Kerela,South,TEC-PH-10002447,Technology,LED,AT&T CL83451 4-Handset Telephone,188.792,1,18.5391,0,COD
2150,CA-2020-102771,31-03-2020,05-04-2020,Standard Class,DO-13435,Denny Ordway,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10001536,Technology,LED,Spigen Samsung Galaxy S5 Case Wallet,124.95,5,22.087,0,COD
1339,CA-2020-100524,31-03-2020,02-04-2020,Second Class,CM-12115,Chad McGuire,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10002549,Technology,LED,Polycom SoundPoint IP 450 VoIP phone,720.58,3,176.1708,0,COD
1338,CA-2020-100524,31-03-2020,02-04-2020,Second Class,CM-12115,Chad McGuire,Consumer,India,Karnataka,Bangalore,South,FUR-FU-10004018,Furniture,MCBs & DBs,Tensor Computer Mounted Lamp,160.78,2,8.0406,0,Online
2618,CA-2020-147942,01-04-2020,05-04-2020,Standard Class,MS-17365,Maribeth Schnelling,Consumer,India,Kerela,Kerela,South,OFF-BI-10001294,Office Supplies,Wire and Cables,Fellowes Binding Cases,166.68,13,38.025,0,Online
1337,US-2020-123281,02-04-2020,07-04-2020,Standard Class,JF-15190,Jamie Frazer,Consumer,India,Kerela,Kerela,South,FUR-FU-10003724,Furniture,MCBs & DBs,Westinghouse Clip-On Gooseneck Lamps,147.11,3,6.5286,0,Online
6368,CA-2020-144848,04-04-2020,05-04-2020,First Class,DS-13030,Darrin Sayre,Home Office,India,Karnataka,Bangalore,South,TEC-PH-10002262,Technology,LED,LG Electronics Tone+ HBS-730 Bluetooth Headset,145.02,2,33.3256,0,Cards
6366,CA-2020-144848,04-04-2020,05-04-2020,First Class,DS-13030,Darrin Sayre,Home Office,India,Karnataka,Bangalore,South,TEC-PH-10004006,Technology,LED,Panasonic KX - TS880B Telephone,133.22,1,11.1294,0,COD
2001,CA-2020-166128,11-04-2020,18-04-2020,Standard Class,LW-17215,Luke Weiss,Consumer,India,Kerela,Kerela,South,TEC-AC-10001767,Technology,Electrical Fans,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,225.95,5,21.9945,0,Online
8340,CA-2020-135076,13-04-2020,17-04-2020,Standard Class,YS-21880,Yana Sorensen,Corporate,India,Kerela,Kerela,South,FUR-CH-10003774,Furniture,Modular Switches,"Global Wood Trimmed Manager's Task Chair, Khaki",456.704,6,-38.2116,0,Online
3100,CA-2020-131233,14-04-2020,19-04-2020,Standard Class,CS-12355,Christine Sundaresam,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10000829,Office Supplies,Wire and Cables,Avery Non-Stick Wire and Cables,110.776,3,3.5022,0,COD
7723,US-2020-138086,16-04-2020,20-04-2020,Standard Class,JO-15550,Jesus Ocampo,Home Office,India,Kerela,Kerela,South,OFF-AP-10000027,Office Supplies,Home Automation,Hoover Commercial SteamVac,115.74,3,12.222,0,COD
6863,CA-2020-128965,17-04-2020,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,India,Kerela,Kerela,South,FUR-CH-10003774,Furniture,Modular Switches,"Global Wood Trimmed Manager's Task Chair, Khaki",265.352,3,-19.1058,1,Online
6861,CA-2020-128965,17-04-2020,22-04-2020,Standard Class,PS-18760,Pamela Stobb,Consumer,India,Kerela,Kerela,South,TEC-AC-10001383,Technology,Electrical Fans,Logitech Wireless Touch Keyboard K400,290.89,11,46.7313,1,Online
805,CA-2020-135783,22-04-2020,24-04-2020,First Class,GM-14440,Gary McGarr,Consumer,India,Kerela,Kerela,South,FUR-FU-10000794,Furniture,MCBs & DBs,"Eldon Stackable Tray, Side-Load, Legal, Smoke",109.28,2,6.2152,0,Cards
7241,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,India,Kerela,Kerela,South,FUR-FU-10002445,Furniture,MCBs & DBs,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",112.36,7,26.544,1,COD
7242,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,India,Kerela,Kerela,South,OFF-BI-10003638,Office Supplies,Wire and Cables,GBC Durable Plastic Covers,113.88,6,30.186,1,COD
2600,CA-2020-108553,23-04-2020,29-04-2020,Standard Class,SK-19990,Sally Knutson,Consumer,India,Karnataka,Bangalore,South,OFF-AP-10000026,Office Supplies,Home Automation,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,163.94,2,35.3626,0,Online
7243,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,India,Kerela,Kerela,South,FUR-FU-10004864,Furniture,MCBs & DBs,Eldon 500 Class Desk Electrical Fans,149.14,2,7.9662,1,Cards
7172,CA-2020-125381,25-04-2020,27-04-2020,Second Class,SG-20605,Speros Goranitis,Consumer,India,Kerela,Kerela,South,TEC-AC-10000158,Technology,Electrical Fans,Sony 64GB Class 10 Micro SDHC R40 Memory Card,133.97,3,22.6737,0,Cards
5075,CA-2020-151071,25-04-2020,29-04-2020,Second Class,MB-18085,Mick Brown,Consumer,India,Kerela,Kerela,South,OFF-BI-10002103,Office Supplies,Wire and Cables,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",104.904,2,4.5188,0,COD
6889,CA-2020-120222,25-04-2020,02-05-2020,Standard Class,LL-16840,Lauren Leatherbury,Consumer,India,Kerela,Kerela,South,OFF-BI-10000666,Office Supplies,Wire and Cables,Surelock Post Wire and Cables,164.344,3,27.504,0,COD
7183,CA-2020-150609,30-04-2020,04-05-2020,Standard Class,NZ-18565,Nick Zandusky,Home Office,India,Kerela,Kerela,South,OFF-BI-10002071,Office Supplies,Wire and Cables,Fellowes Black Plastic Comb Bindings,116.24,5,7.553,1,Online
5314,CA-2020-137876,30-04-2020,05-05-2020,Standard Class,DJ-13510,Don Jones,Corporate,India,Kerela,Kerela,South,FUR-FU-10000222,Furniture,MCBs & DBs,"Seth Thomas 16"" Steel Case Clock",151.96,2,21.4368,0,Online
6913,US-2020-128398,02-05-2020,05-05-2020,Second Class,EM-13825,Elizabeth Moffitt,Corporate,India,Kerela,Kerela,South,TEC-AC-10001714,Technology,Electrical Fans,Logitech MX Performance Wireless Mouse,193.56,4,59.0372,0,Cards
1353,CA-2020-162978,04-05-2020,09-05-2020,Standard Class,LW-16990,Lindsay Williams,Corporate,India,Kerela,Kerela,South,TEC-PH-10003092,Technology,LED,Motorola L804,232.96,5,20.6955,0,COD
9994,CA-2020-119914,04-05-2020,09-05-2020,Second Class,CC-12220,Chris Cortes,Consumer,India,Kerela,Kerela,South,OFF-AP-10002684,Office Supplies,Home Automation,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",260.16,2,72.948,0,COD
7676,CA-2020-133487,06-05-2020,09-05-2020,Second Class,TS-21655,Trudy Schmidt,Consumer,India,Kerela,Kerela,South,OFF-AP-10001271,Office Supplies,Home Automation,Eureka The Boss Cordless Rechargeable Stick Vac,188.94,3,41.2938,0,COD
9374,CA-2020-102820,07-05-2020,11-05-2020,Standard Class,CS-11950,Carlos Soltero,Consumer,India,Kerela,Kerela,South,TEC-PH-10003437,Technology,LED,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,462.944,7,52.493,0,COD
5001,CA-2020-159688,07-05-2020,12-05-2020,Standard Class,AB-10060,Adam Bellavance,Home Office,India,Kerela,Kerela,South,TEC-AC-10000736,Technology,Electrical Fans,Logitech G600 MMO Gaming Mouse,171.99,1,28.7964,0,Online
9520,US-2020-104451,08-05-2020,12-05-2020,Second Class,MM-18055,Michelle Moray,Consumer,India,Kerela,Kerela,South,OFF-AP-10000692,Office Supplies,Home Automation,Fellowes Mighty 8 Compact Surge Protector,114.08,4,22.7024,0,Online
5822,CA-2020-117632,12-05-2020,18-05-2020,Standard Class,CS-12175,Charles Sheldon,Corporate,India,Kerela,Kerela,South,OFF-AP-10004868,Office Supplies,Home Automation,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,101.77,1,2.0979,0,Cards
5824,CA-2020-117632,12-05-2020,18-05-2020,Standard Class,CS-12175,Charles Sheldon,Corporate,India,Kerela,Kerela,South,OFF-BI-10001900,Office Supplies,Wire and Cables,"DXL Angle-View Wire and Cables with Locking Rings, Black",119.168,4,6.4692,0,Cards
4161,CA-2020-115546,14-05-2020,18-05-2020,Standard Class,AH-10465,Amy Hunt,Consumer,India,Karnataka,Bangalore,South,TEC-PH-10002834,Technology,LED,Google Nexus 5,564.97,3,134.9925,0,COD
815,CA-2020-143686,14-05-2020,14-05-2020,Same Day,PJ-19015,Pauline Johnson,Consumer,India,Kerela,Kerela,South,TEC-AC-10001838,Technology,Electrical Fans,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1433.93,7,601.9699,0,Online
814,CA-2020-143686,14-05-2020,14-05-2020,Same Day,PJ-19015,Pauline Johnson,Consumer,India,Kerela,Kerela,South,FUR-FU-10000794,Furniture,MCBs & DBs,"Eldon Stackable Tray, Side-Load, Legal, Smoke",98.28,2,6.2152,0,Cards
3942,CA-2020-117863,18-05-2020,23-05-2020,Standard Class,TS-21340,Toby Swindell,Consumer,India,Karnataka,Bangalore,South,OFF-BI-10000605,Office Supplies,Wire and Cables,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",102.048,1,1.0287,0,COD
3941,CA-2020-117863,18-05-2020,23-05-2020,Standard Class,TS-21340,Toby Swindell,Consumer,India,Karnataka,Bangalore,South,FUR-FU-10002456,Furniture,MCBs & DBs,"Master Caster Door Stop, Large Neon Orange",112.56,2,6.2608,0,Cards
6369,US-2020-147998,19-05-2020,24-05-2020,Standard Class,SA-20830,Sue Ann Reed,Consumer,India,Kerela,Kerela,South,OFF-BI-10002082,Office Supplies,Wire and Cables,GBC Twin Loop Wire Binding Elements,172.12,5,49.92,1,COD
715,US-2020-100048,19-05-2020,24-05-2020,Standard Class,RS-19765,Roland Schwarz,Corporate,India,Karnataka,Bangalore,South,TEC-AC-10001606,Technology,Electrical Fans,Logitech Wireless Performance Mouse MX for PC and Mac,311.97,3,113.9886,0,Cards
713,US-2020-100048,19-05-2020,24-05-2020,Standard Class,RS-19765,Roland Schwarz,Corporate,India,Karnataka,Bangalore,South,OFF-AP-10001154,Office Supplies,Home Automation,Bionaire Personal Warm Mist Humidifier/Vaporizer,323.34,6,109.7226,0,COD
714,US-2020-100048,19-05-2020,24-05-2020,Standard Class,RS-19765,Roland Schwarz,Corporate,India,Karnataka,Bangalore,South,TEC-PH-10003012,Technology,LED,Nortel Meridian M3904 Professional Digital phone,326.98,2,89.3142,0,Cards
3625,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,India,Kerela,Kerela,South,FUR-CH-10002647,Furniture,Modular Switches,"Situations Contoured Folding Modular Switches, 4/Set",704.408,12,42.588,0,Cards
3628,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,India,Kerela,Kerela,South,TEC-AC-10001465,Technology,Electrical Fans,SanDisk Cruzer 64 GB USB Flash Drive,117.32,1,10.896,0,COD
6068,CA-2020-166695,20-05-2020,24-05-2020,Standard Class,CC-12430,Chuck Clark,Home Office,India,Kerela,Kerela,South,FUR-CH-10000225,Furniture,Modular Switches,"Global Geo Office Task Chair, Gray",552.272,8,-97.176,0,COD
